,Time[hr],Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE0_CNT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE1_CNT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C],GHE2_CNT[C]
64,64.000000,5.806304,11.957517,11.957517,5.806304,1.372320,10.080053,5.806304,6.617736,9.744239,5.806304,1.372320,9.681888,5.806304,2.745411,9.169090,5.806304,1.372320,8.920966,8.920966,7.363635,7.284527,5.806304,5.806304,8.920966,7.363640,7.284502,5.806315,5.806308,8.920966,7.363629,7.284556,5.806292,5.806304
65,65.000000,5.890128,11.990429,11.990429,5.890128,1.444253,10.389870,5.890128,6.685731,9.935853,5.890128,1.444253,9.856062,5.890128,2.820719,9.385194,5.890128,1.444253,9.097356,9.097356,7.493742,7.662138,5.890128,5.890128,9.097356,7.493748,7.662111,5.890139,5.890132,9.097356,7.493736,7.662168,5.890115,5.890128
66,66.000000,5.943584,12.018461,12.018461,5.943584,1.488968,10.939048,5.943584,6.318033,10.198587,5.943584,1.488968,10.147191,5.943584,2.867881,9.725877,5.943584,1.488968,9.334971,9.334971,7.639277,8.156894,5.943584,5.943584,9.334971,7.639283,8.156865,5.943595,5.943588,9.334971,7.639271,8.156926,5.943570,5.943584
67,67.000000,6.214344,11.590923,11.590923,6.214344,1.747739,10.345359,6.214344,3.177192,8.922584,6.214344,1.747739,8.872747,6.214344,3.130664,8.451535,6.214344,1.747739,7.941607,7.941607,7.077975,3.042900,6.214344,6.214344,7.941607,7.077979,3.042889,6.214351,6.214347,7.941607,7.077972,3.042913,6.214337,6.214344
68,68.000000,6.116774,11.384460,11.384460,6.116774,1.629301,10.164472,6.116774,3.035096,8.673591,6.116774,1.629301,8.637238,6.116774,3.017270,8.217103,6.116774,1.629301,7.748207,7.748207,6.932491,2.915236,6.116774,6.116774,7.748207,6.932493,2.915226,6.116780,6.116776,7.748207,6.932487,2.915247,6.116768,6.116774
69,69.000000,6.480237,10.222965,10.222965,6.480237,1.991393,8.903381,6.480237,3.398338,7.295914,6.480237,1.991393,7.261173,6.480237,3.380954,6.902174,6.480237,1.991393,6.543428,6.543428,6.511833,0.100950,6.480237,6.480237,6.543428,6.511833,0.100948,6.480239,6.480238,6.543428,6.511832,0.100953,6.480236,6.480237
70,70.000000,6.382151,9.682811,9.682811,6.382151,1.864443,8.608211,6.382151,3.278677,6.956461,6.382151,1.864443,6.937782,6.382151,3.261044,6.569208,6.382151,1.864443,6.289377,6.289377,6.335764,-0.147555,6.382151,6.382151,6.289377,6.335764,-0.147555,6.382152,6.382151,6.289377,6.335764,-0.147554,6.382151,6.382151
71,71.000000,6.585030,8.695521,8.695521,6.585030,2.070342,7.750872,6.585030,3.484258,5.623495,6.585030,2.070342,5.615847,6.585030,3.466882,5.422558,6.585030,2.070342,5.284141,5.284141,5.934585,-2.601910,6.585030,6.585030,5.284141,5.934584,-2.601904,6.585027,6.585029,5.284141,5.934587,-2.601917,6.585033,6.585030
72,72.000000,6.489404,7.882153,7.882153,6.489404,1.959723,7.024820,6.489404,3.377288,4.971087,6.489404,1.959723,4.965488,6.489404,3.359735,4.813995,6.489404,1.959723,4.754935,4.754935,5.622170,-3.842205,6.489404,6.489404,4.754935,5.622167,-3.842195,6.489399,6.489403,4.754935,5.622172,-3.842218,6.489410,6.489404
73,73.000000,6.375877,7.259725,7.259725,6.375877,1.857544,6.473332,6.375877,3.271925,4.672070,6.375877,1.857544,4.666757,6.375877,3.254281,4.513556,6.375877,1.857544,4.496727,4.496727,5.436302,-4.153509,6.375877,6.375877,4.496727,5.436299,-4.153496,6.375872,6.375875,4.496727,5.436305,-4.153523,6.375884,6.375877
74,74.000000,6.270754,6.751510,6.751510,6.270754,1.765102,6.024005,6.270754,3.175965,4.348074,6.270754,1.765102,4.343471,6.270754,3.158248,4.213849,6.270754,1.765102,4.205556,4.205556,5.238155,-4.837102,6.270754,6.270754,4.205556,5.238151,-4.837086,6.270747,6.270752,4.205556,5.238158,-4.837119,6.270761,6.270754
75,75.000000,6.194915,6.322581,6.322581,6.194915,1.700432,5.647775,6.194915,3.108226,4.186992,6.194915,1.700432,4.182460,6.194915,3.090464,4.052173,6.194915,1.700432,4.048729,4.048729,5.121822,-4.923687,6.194915,6.194915,4.048729,5.121819,-4.923672,6.194908,6.194913,4.048729,5.121826,-4.923705,6.194923,6.194915
76,76.000000,6.099931,5.874769,5.874769,6.099931,1.614600,5.260636,6.099931,3.019800,3.924643,6.099931,1.614600,3.920653,6.099931,3.001963,3.809762,6.099931,1.614600,3.806751,3.806751,4.953341,-5.625697,6.099931,6.099931,3.806751,4.953337,-5.625678,6.099924,6.099929,3.806751,4.953345,-5.625718,6.099940,6.099931
77,77.000000,5.916825,7.024770,7.024770,5.916825,1.444701,6.259902,5.916825,2.846050,4.304513,5.916825,1.444701,4.299601,5.916825,2.828046,4.113355,5.916825,1.444701,4.104717,4.104717,5.010771,-4.464807,5.916825,5.916825,4.104717,5.010768,-4.464791,5.916819,5.916823,4.104717,5.010775,-4.464824,5.916832,5.916825
78,78.000000,5.826201,7.410667,7.410667,5.826201,1.372448,6.622697,5.826201,2.768777,4.369892,5.826201,1.372448,4.363454,5.826201,2.750745,4.170604,5.826201,1.372448,4.125318,4.125318,4.975759,-4.564433,5.826201,5.826201,4.125318,4.975756,-4.564417,5.826195,5.826198,4.125318,4.975762,-4.564452,5.826207,5.826201
79,79.000000,5.502448,9.973800,9.973800,5.502448,1.065366,9.066916,5.502448,2.456618,6.411857,5.502448,1.065366,6.400123,5.502448,2.438260,5.888927,5.502448,1.065366,5.608419,5.608419,5.555434,0.267681,5.502448,5.502448,5.608419,5.555433,0.267682,5.502448,5.502448,5.608419,5.555434,0.267680,5.502449,5.502448
80,80.000000,5.539608,10.845514,10.845514,5.539608,1.129714,9.504647,5.539608,2.513800,7.369770,5.539608,1.129714,7.343024,5.539608,2.495628,6.761541,5.539608,1.129714,6.436616,6.436616,5.988112,2.443311,5.539608,5.539608,6.436616,5.988113,2.443303,5.539611,5.539609,6.436616,5.988110,2.443319,5.539605,5.539608
81,81.000000,5.565432,11.066072,11.066072,5.565432,1.151597,9.514016,5.565432,3.633309,8.314948,5.565432,1.151597,8.259607,5.565432,2.518629,7.550029,5.565432,1.151597,7.175386,7.175386,6.370409,4.147185,5.565432,5.565432,7.175386,6.370412,4.147171,5.565437,5.565434,7.175386,6.370406,4.147200,5.565426,5.565432
82,82.000000,5.668435,11.332604,11.332604,5.668435,1.249549,9.618641,5.668435,3.874780,8.700172,5.668435,1.249549,8.637285,5.668435,2.618240,7.928548,5.668435,1.249549,7.578785,7.578785,6.623610,4.820401,5.668435,5.668435,7.578785,6.623613,4.820384,5.668442,5.668437,7.578785,6.623606,4.820420,5.668427,5.668435
83,83.000000,5.752051,11.568897,11.568897,5.752051,1.321922,9.613404,5.752051,4.165242,8.949033,5.752051,1.321922,8.883540,5.752051,2.693828,8.216940,5.752051,1.321922,7.886583,7.886583,6.819317,5.323318,5.752051,5.752051,7.886583,6.819320,5.323300,5.752058,5.752053,7.886583,6.819312,5.323340,5.752042,5.752051
84,84.000000,5.788044,11.741963,11.741963,5.788044,1.349661,9.712329,5.788044,5.437009,9.279440,5.788044,1.349661,9.199159,5.788044,2.723839,8.549721,5.788044,1.349661,8.268290,8.268290,7.028167,6.098740,5.788044,5.788044,8.268290,7.028171,6.098719,5.788053,5.788047,8.268290,7.028162,6.098764,5.788034,5.788044
85,85.000000,5.855217,11.886604,11.886604,5.855217,1.411878,10.096816,5.855217,5.803770,9.555709,5.855217,1.411878,9.458891,5.855217,2.787568,8.838071,5.855217,1.411878,8.586764,8.586764,7.220991,6.755416,5.855217,5.855217,8.586764,7.220995,6.755392,5.855226,5.855220,8.586764,7.220985,6.755442,5.855206,5.855217
86,86.000000,5.929043,12.018493,12.018493,5.929043,1.477858,10.025224,5.929043,7.211495,9.747091,5.929043,1.477858,9.654472,5.929043,2.855833,9.059713,5.929043,1.477858,8.831717,8.831717,7.380380,7.174669,5.929043,5.929043,8.831717,7.380385,7.174644,5.929053,5.929047,8.831717,7.380375,7.174697,5.929032,5.929043
87,87.000000,5.981975,12.095372,12.095372,5.981975,1.522935,10.207011,5.981975,6.826774,9.906183,5.981975,1.522935,9.843648,5.981975,2.903123,9.248100,5.981975,1.522935,9.042101,9.042101,7.512038,7.457090,5.981975,5.981975,9.042101,7.512043,7.457064,5.981985,5.981979,9.042101,7.512032,7.457119,5.981963,5.981975
88,88.000000,6.074097,12.185761,12.185761,6.074097,1.607959,10.405102,6.074097,6.644230,10.050037,6.074097,1.607959,9.990135,6.074097,2.990292,9.398910,6.074097,1.607959,9.164992,9.164992,7.619544,7.632940,6.074097,6.074097,9.164992,7.619550,7.632914,6.074108,6.074101,9.164992,7.619538,7.632970,6.074085,6.074097
89,89.000000,6.173965,12.244909,12.244909,6.173965,1.697120,10.720159,6.173965,6.800060,10.250073,6.173965,1.697120,10.173275,6.173965,3.082553,9.548991,6.173965,1.697120,9.282446,9.282446,7.728206,7.902190,6.173965,6.173965,9.282446,7.728211,7.902162,6.173976,6.173969,9.282446,7.728199,7.902221,6.173953,6.173965
90,90.000000,6.240906,12.293466,12.293466,6.240906,1.753579,11.264028,6.240906,6.524210,10.526044,6.240906,1.753579,10.476464,6.240906,3.141935,9.815958,6.240906,1.753579,9.460560,9.460560,7.850733,8.305914,6.240906,6.240906,9.460560,7.850739,8.305885,6.240918,6.240910,9.460560,7.850727,8.305947,6.240894,6.240906
91,91.000000,6.464219,11.859139,11.859139,6.464219,1.965041,10.676379,6.464219,3.401494,9.293933,6.464219,1.965041,9.245275,6.464219,3.357201,8.517586,6.464219,1.965041,8.064012,8.064012,7.264115,3.084672,6.464219,6.464219,8.064012,7.264118,3.084661,6.464224,6.464221,8.064012,7.264112,3.084685,6.464212,6.464219
92,92.000000,6.361342,11.639749,11.639749,6.361342,1.845584,10.474294,6.361342,3.259267,9.037383,6.361342,1.845584,9.001637,6.361342,3.241616,8.247230,6.361342,1.845584,7.832214,7.832214,7.096778,2.876901,6.361342,6.361342,7.832214,7.096780,2.876892,6.361347,6.361343,7.832214,7.096775,2.876912,6.361336,6.361342
93,93.000000,6.653759,10.493514,10.493514,6.653759,2.139018,9.233971,6.653759,3.553102,7.665749,6.653759,2.139018,7.630979,6.653759,3.535810,6.982790,6.653759,2.139018,6.664234,6.664234,6.658997,0.018533,6.653759,6.653759,6.664234,6.658997,0.018531,6.653760,6.653760,6.664234,6.658996,0.018535,6.653758,6.653759
94,94.000000,6.531657,10.033990,10.033990,6.531657,1.994885,8.983966,6.531657,3.414367,7.380269,6.531657,1.994885,7.360849,6.531657,3.396837,6.677205,6.531657,1.994885,6.424817,6.424817,6.478237,-0.187212,6.531657,6.531657,6.424817,6.478237,-0.187212,6.531657,6.531657,6.424817,6.478237,-0.187212,6.531657,6.531657
95,95.000000,6.673785,9.193146,9.193146,6.673785,2.143752,8.231355,6.673785,3.561836,6.093383,6.673785,2.143752,6.084601,6.673785,3.544502,5.674529,6.673785,2.143752,5.535158,5.535158,6.104471,-2.379616,6.673785,6.673785,5.535158,6.104470,-2.379609,6.673782,6.673784,5.535158,6.104473,-2.379623,6.673788,6.673785
96,96.000000,6.580766,8.607131,8.607131,6.580766,2.040937,7.680455,6.580766,3.461319,5.499024,6.580766,2.040937,5.492166,6.580766,3.443835,5.154985,6.580766,2.040937,5.090869,5.090869,5.835818,-3.316971,6.580766,6.580766,5.090869,5.835815,-3.316961,6.580762,6.580765,5.090869,5.835820,-3.316983,6.580771,6.580766
97,97.000000,6.484639,8.109372,8.109372,6.484639,1.955456,7.217734,6.484639,3.372882,5.233181,6.484639,1.955456,5.226303,6.484639,3.355325,4.889355,6.484639,1.955456,4.870541,4.870541,5.677590,-3.524268,6.484639,6.484639,4.870541,5.677588,-3.524257,6.484634,6.484638,4.870541,5.677593,-3.524281,6.484645,6.484639
98,98.000000,6.403221,7.656491,7.656491,6.403221,1.884563,6.810006,6.403221,3.299090,4.886157,6.403221,1.884563,4.880297,6.403221,3.281478,4.592461,6.403221,1.884563,4.583151,4.583151,5.493186,-4.196690,6.403221,6.403221,4.583151,5.493183,-4.196677,6.403215,6.403219,4.583151,5.493190,-4.196706,6.403228,6.403221
99,99.000000,6.335714,7.247076,7.247076,6.335714,1.825936,6.443116,6.335714,3.238015,4.718101,6.335714,1.825936,4.712245,6.335714,3.220359,4.428078,6.335714,1.825936,4.424215,4.424215,5.379964,-4.317210,6.335714,6.335714,4.424215,5.379961,-4.317196,6.335708,6.335712,4.424215,5.379968,-4.317227,6.335721,6.335714
100,100.000000,6.264931,6.861208,6.861208,6.264931,1.762919,6.096309,6.264931,3.172826,4.440219,6.264931,1.762919,4.435052,6.264931,3.155117,4.194766,6.264931,1.762919,4.191323,4.191323,5.228127,-4.918390,6.264931,6.264931,4.191323,5.228124,-4.918374,6.264924,6.264929,4.191323,5.228131,-4.918409,6.264939,6.264931
101,101.000000,6.073126,8.100926,8.100926,6.073126,1.582442,7.179811,6.073126,2.988977,4.932103,6.073126,1.582442,4.925661,6.073126,2.971083,4.547385,6.073126,1.582442,4.537475,4.537475,5.305300,-3.657143,6.073126,6.073126,4.537475,5.305298,-3.657130,6.073121,6.073124,4.537475,5.305303,-3.657158,6.073132,6.073126
102,102.000000,6.009643,8.414113,8.414113,6.009643,1.537333,7.484459,6.009643,2.938931,4.993333,6.009643,1.537333,4.984985,6.009643,2.921041,4.608933,6.009643,1.537333,4.556980,4.556980,5.283312,-3.725124,6.009643,6.009643,4.556980,5.283309,-3.725111,6.009638,6.009641,4.556980,5.283315,-3.725140,6.009649,6.009643
103,103.000000,5.671325,10.627997,10.627997,5.671325,1.213701,9.667741,5.671325,2.610721,7.163899,5.671325,1.213701,7.149870,5.671325,2.592478,6.293182,5.671325,1.213701,5.995931,5.995931,5.833628,0.813332,5.671325,5.671325,5.995931,5.833628,0.813332,5.671326,5.671325,5.995931,5.833628,0.813333,5.671325,5.671325
104,104.000000,5.721021,11.311456,11.311456,5.721021,1.291484,9.944774,5.721021,2.681178,8.033502,5.721021,1.291484,8.003139,5.721021,2.663135,7.106864,5.721021,1.291484,6.773935,6.773935,6.247478,2.885707,5.721021,5.721021,6.773935,6.247479,2.885699,5.721024,5.721022,6.773935,6.247476,2.885717,5.721018,5.721021
105,105.000000,5.742256,11.479160,11.479160,5.742256,1.307817,9.904287,5.742256,4.140760,8.941147,5.742256,1.307817,8.880127,5.742256,2.680816,7.873754,5.742256,1.307817,7.493267,7.493267,6.617762,4.549270,5.742256,5.742256,7.493267,6.617765,4.549256,5.742262,5.742258,7.493267,6.617759,4.549287,5.742250,5.742256
106,106.000000,5.820955,11.715419,11.715419,5.820955,1.382529,9.977042,5.820955,4.691006,9.364981,5.820955,1.382529,9.294840,5.820955,2.756827,8.296223,5.820955,1.382529,7.934060,7.934060,6.877507,5.321211,5.820955,5.820955,7.934060,6.877511,5.321193,5.820962,5.820957,7.934060,6.877503,5.321232,5.820946,5.820955
107,107.000000,5.885647,11.955553,11.955553,5.885647,1.438619,9.965598,5.885647,5.652860,9.646313,5.885647,1.438619,9.572619,5.885647,2.815370,8.635604,5.885647,1.438619,8.287817,8.287817,7.086732,5.932398,5.885647,5.885647,8.287817,7.086736,5.932377,5.885655,5.885650,8.287817,7.086727,5.932421,5.885638,5.885647
108,108.000000,5.927932,12.138899,12.138899,5.927932,1.474131,10.077195,5.927932,7.471649,9.899046,5.927932,1.474131,9.811548,5.927932,2.852780,8.972528,5.927932,1.474131,8.678645,8.678645,7.303288,6.739713,5.927932,5.927932,8.678645,7.303293,6.739690,5.927941,5.927935,8.678645,7.303283,6.739739,5.927921,5.927932
109,109.000000,5.986131,12.265570,12.265570,5.986131,1.527076,10.451880,5.986131,7.622319,10.192331,5.986131,1.527076,10.086548,5.986131,2.907281,9.293587,5.986131,1.527076,9.028893,9.028893,7.507512,7.464494,5.986131,5.986131,9.028893,7.507517,7.464469,5.986142,5.986135,9.028893,7.507506,7.464523,5.986120,5.986131
110,110.000000,6.074449,12.405444,12.405444,6.074449,1.607940,10.382643,6.074449,9.623549,10.328184,6.074449,1.607940,10.228514,6.074449,2.990370,9.484469,6.074449,1.607940,9.246832,9.246832,7.660640,7.809157,6.074449,6.074449,9.246832,7.660646,7.809131,6.074459,6.074452,9.246832,7.660634,7.809187,6.074436,6.074449
111,111.000000,6.138293,12.439231,12.439231,6.138293,1.662383,10.528365,6.138293,8.545162,10.390342,6.138293,1.662383,10.324343,6.138293,3.047454,9.616531,6.138293,1.662383,9.404183,9.404183,7.771238,7.940598,6.138293,6.138293,9.404183,7.771243,7.940571,6.138304,6.138296,9.404183,7.771231,7.940628,6.138280,6.138293
112,112.000000,6.228576,12.494702,12.494702,6.228576,1.744678,10.701134,6.228576,7.938649,10.486874,6.228576,1.744678,10.424241,6.228576,3.132112,9.743429,6.228576,1.744678,9.503334,9.503334,7.865955,8.078511,6.228576,6.228576,9.503334,7.865961,8.078484,6.228587,6.228580,9.503334,7.865949,8.078542,6.228563,6.228576
113,113.000000,6.312560,12.536067,12.536067,6.312560,1.818554,11.004893,6.312560,7.968207,10.705543,6.312560,1.818554,10.624782,6.312560,3.208869,9.914336,6.312560,1.818554,9.638529,9.638529,7.975544,8.414452,6.312560,6.312560,9.638529,7.975550,8.414423,6.312571,6.312564,9.638529,7.975538,8.414485,6.312547,6.312560
114,114.000000,6.378715,12.576775,12.576775,6.378715,1.875636,11.547527,6.378715,7.335714,10.982569,6.378715,1.875636,10.930585,6.378715,3.268500,10.183742,6.378715,1.875636,9.816817,9.816817,8.097766,8.844481,6.378715,6.378715,9.816817,8.097772,8.844450,6.378727,6.378719,9.816817,8.097759,8.844515,6.378702,6.378715
115,115.000000,6.570942,12.212693,12.212693,6.570942,2.056933,11.003242,6.570942,3.508404,9.787732,6.570942,2.056933,9.734876,6.570942,3.453251,8.892417,6.570942,2.056933,8.411592,8.411592,7.491267,3.489368,6.570942,6.570942,8.411592,7.491270,3.489356,6.570948,6.570944,8.411592,7.491264,3.489382,6.570935,6.570942
116,116.000000,6.458420,11.993673,11.993673,6.458420,1.930795,10.796900,6.458420,3.347759,9.503217,6.458420,1.930795,9.464388,6.458420,3.330177,8.615513,6.458420,1.930795,8.172749,8.172749,7.315584,3.280961,6.458420,6.458420,8.172749,7.315587,3.280951,6.458425,6.458422,8.172749,7.315581,3.280973,6.458414,6.458420
117,117.000000,6.735509,11.046021,11.046021,6.735509,2.210151,9.693307,6.735509,3.627171,8.162106,6.735509,2.210151,8.122867,6.735509,3.609931,7.380929,6.735509,2.210151,7.027916,7.027916,6.881713,0.498331,6.735509,6.735509,7.027916,6.881714,0.498328,6.735511,6.735510,7.027916,6.881712,0.498333,6.735508,6.735509
118,118.000000,6.610725,10.610551,10.610551,6.610725,2.064746,9.472435,6.610725,3.486771,7.865876,6.610725,2.064746,7.843965,6.610725,3.469299,7.070946,6.610725,2.064746,6.790313,6.790313,6.700519,0.302650,6.610725,6.610725,6.790313,6.700519,0.302649,6.610725,6.610725,6.790313,6.700519,0.302650,6.610724,6.610725
119,119.000000,6.791279,9.792834,9.792834,6.791279,2.251234,8.743966,6.791279,3.672168,6.501091,6.791279,2.251234,6.491198,6.791279,3.654933,6.025860,6.791279,2.251234,5.870489,5.870489,6.330884,-1.845837,6.791279,6.791279,5.870489,6.330883,-1.845832,6.791277,6.791279,5.870489,6.330886,-1.845842,6.791282,6.791279
120,120.000000,6.715367,9.186503,9.186503,6.715367,2.161746,8.179779,6.715367,3.585971,5.857541,6.715367,2.161746,5.849924,6.715367,3.568593,5.470898,6.715367,2.161746,5.400232,5.400232,6.057799,-2.821494,6.715367,6.715367,5.400232,6.057797,-2.821486,6.715362,6.715365,5.400232,6.057802,-2.821504,6.715371,6.715367
121,121.000000,6.621325,8.650767,8.650767,6.621325,2.076804,7.685793,6.621325,3.498482,5.556039,6.621325,2.076804,5.548525,6.621325,3.481028,5.167259,6.621325,2.076804,5.146962,5.146962,5.884143,-3.139982,6.621325,6.621325,5.146962,5.884141,-3.139971,6.621320,6.621323,5.146962,5.884146,-3.139993,6.621330,6.621325
122,122.000000,6.543370,8.162467,8.162467,6.543370,2.009091,7.244291,6.543370,3.427963,5.166474,6.543370,2.009091,5.160159,6.543370,3.410456,4.828726,6.543370,2.009091,4.818904,4.818904,5.681137,-3.919177,6.543370,6.543370,4.818904,5.681134,-3.919164,6.543365,6.543368,4.818904,5.681141,-3.919192,6.543377,6.543370
123,123.000000,6.465944,7.703624,7.703624,6.465944,1.940504,6.837582,6.465944,3.356924,4.971027,6.465944,1.940504,4.964792,6.465944,3.339359,4.634824,6.465944,1.940504,4.630823,4.630823,5.548383,-4.135332,6.465944,6.465944,4.630823,5.548380,-4.135318,6.465938,6.465942,4.630823,5.548387,-4.135348,6.465951,6.465944
124,124.000000,6.387794,7.279178,7.279178,6.387794,1.871173,6.459439,6.387794,3.285139,4.663549,6.387794,1.871173,4.658100,6.387794,3.267517,4.380424,6.387794,1.871173,4.376885,4.376885,5.382340,-4.779812,6.387794,6.387794,4.376885,5.382336,-4.779795,6.387787,6.387792,4.376885,5.382344,-4.779830,6.387802,6.387794
125,125.000000,6.187487,8.472441,8.472441,6.187487,1.683051,7.512034,6.187487,3.093411,5.152052,6.187487,1.683051,5.145338,6.187487,3.075598,4.722240,6.187487,1.683051,4.712152,4.712152,5.449820,-3.534495,6.187487,6.187487,4.712152,5.449817,-3.534482,6.187482,6.187485,4.712152,5.449823,-3.534509,6.187493,6.187487
126,126.000000,6.120700,8.745100,8.745100,6.120700,1.635451,7.782012,6.120700,3.040675,5.193852,6.120700,1.635451,5.185201,6.120700,3.022863,4.760866,6.120700,1.635451,4.708538,4.708538,5.414619,-3.656333,6.120700,6.120700,4.708538,5.414616,-3.656320,6.120695,6.120698,4.708538,5.414622,-3.656349,6.120706,6.120700
127,127.000000,5.790571,10.841992,10.841992,5.790571,1.320061,9.881771,5.790571,2.720714,7.352584,5.790571,1.320061,7.338499,5.790571,2.702561,6.397721,5.790571,1.320061,6.108216,6.108216,5.949394,0.816546,5.790571,5.790571,6.108216,5.949394,0.816546,5.790571,5.790571,6.108216,5.949394,0.816546,5.790571,5.790571
128,128.000000,5.840259,11.473990,11.473990,5.840259,1.397106,10.117032,5.840259,2.790659,8.194791,5.840259,1.397106,8.164537,5.840259,2.772698,7.194194,5.840259,1.397106,6.870410,6.870410,6.355334,2.892178,5.840258,5.840258,6.870410,6.355336,2.892169,5.840262,5.840260,6.870410,6.355333,2.892187,5.840255,5.840259
129,129.000000,5.852456,11.641753,11.641753,5.852456,1.404650,10.072001,5.852456,4.254630,9.078740,5.852456,1.404650,9.018249,5.852456,2.781493,7.979414,5.852456,1.404650,7.605143,7.605143,6.728800,4.632654,5.852456,5.852456,7.605143,6.728803,4.632639,5.852462,5.852458,7.605143,6.728797,4.632670,5.852450,5.852456
130,130.000000,5.920852,11.859180,11.859180,5.920852,1.470129,10.125575,5.920852,4.746282,9.466073,5.920852,1.470129,9.396902,5.920852,2.847956,8.421758,5.920852,1.470129,8.061402,8.061402,6.991127,5.444717,5.920852,5.920852,8.061402,6.991131,5.444699,5.920859,5.920854,8.061402,6.991123,5.444738,5.920844,5.920852
131,131.000000,5.989366,12.042429,12.042429,5.989366,1.530838,10.070706,5.989366,5.204576,9.628258,5.989366,1.530838,9.557482,5.989366,2.910918,8.734980,5.989366,1.530838,8.389962,8.389962,7.189664,5.980656,5.989366,5.989366,8.389962,7.189668,5.980636,5.989374,5.989369,8.389962,7.189659,5.980679,5.989357,5.989366
132,132.000000,6.029719,12.171187,12.171187,6.029719,1.564142,10.136367,6.029719,6.638624,9.852153,6.029719,1.564142,9.767889,6.029719,2.946181,9.042585,6.029719,1.564142,8.750908,8.750908,7.390313,6.697883,6.029719,6.029719,8.750908,7.390318,6.697860,6.029728,6.029722,8.750908,7.390308,6.697908,6.029709,6.029719
133,133.000000,6.065531,12.282214,12.282214,6.065531,1.595478,10.488707,6.065531,6.979536,10.132006,6.065531,1.595478,10.029551,6.065531,2.978793,9.385127,6.065531,1.595478,9.118573,9.118573,7.592052,7.457535,6.065531,6.065531,9.118573,7.592057,7.457510,6.065541,6.065535,9.118573,7.592046,7.457563,6.065520,6.065531
134,134.000000,6.135893,12.393834,12.393834,6.135893,1.660823,10.400622,6.135893,8.672104,10.261579,6.135893,1.660823,10.165004,6.135893,3.069880,9.610952,6.135893,1.660823,9.368890,9.368890,7.752391,7.887121,6.135893,6.135893,9.368890,7.752397,7.887095,6.135904,6.135897,9.368890,7.752385,7.887151,6.135881,6.135893
135,135.000000,6.177744,12.438606,12.438606,6.177744,1.695431,10.556726,6.177744,8.116393,10.378591,6.177744,1.695431,10.313940,6.177744,3.178762,9.813912,6.177744,1.695431,9.594165,9.594165,7.885954,8.196900,6.177744,6.177744,9.594165,7.885960,8.196873,6.177756,6.177748,9.594165,7.885948,8.196931,6.177732,6.177744
136,136.000000,6.264957,12.515291,12.515291,6.264957,1.776650,10.745711,6.264957,7.860547,10.522448,6.264957,1.776650,10.460576,6.264957,3.254452,9.980347,6.264957,1.776650,9.729999,9.729999,7.997478,8.415824,6.264957,6.264957,9.729999,7.997484,8.415796,6.264969,6.264961,9.729999,7.997472,8.415856,6.264944,6.264957
137,137.000000,6.353492,12.570117,12.570117,6.353492,1.855223,11.059608,6.353492,7.904593,10.748281,6.353492,1.855223,10.668499,6.353492,3.265514,10.169647,6.353492,1.855223,9.881471,9.881471,8.117481,8.781910,6.353492,6.353492,9.881471,8.117487,8.781881,6.353504,6.353496,9.881471,8.117475,8.781944,6.353478,6.353492
138,138.000000,6.417985,12.624546,12.624546,6.417985,1.910295,11.608632,6.417985,7.413483,11.060227,6.417985,1.910295,11.008520,6.417985,3.304471,10.469762,6.417985,1.910295,10.084506,10.084506,8.251245,9.263709,6.417985,6.417985,10.084506,8.251252,9.263678,6.417997,6.417989,10.084506,8.251238,9.263744,6.417971,6.417985
139,139.000000,6.584479,12.277131,12.277131,6.584479,2.066701,11.074501,6.584479,3.520238,9.914494,6.584479,2.066701,9.860929,6.584479,3.464027,9.231477,6.584479,2.066701,8.708352,8.708352,7.646415,3.882760,6.584479,6.584479,8.708352,7.646418,3.882748,6.584485,6.584481,8.708352,7.646411,3.882775,6.584471,6.584479
140,140.000000,6.477684,12.080620,12.080620,6.477684,1.948367,10.884465,6.477684,3.365811,9.653594,6.477684,1.948367,9.613914,6.477684,3.348245,8.947917,6.477684,1.948367,8.466028,8.466028,7.471856,3.666460,6.477684,6.477684,8.466028,7.471859,3.666450,6.477690,6.477686,8.466028,7.471853,3.666473,6.477678,6.477684
141,141.000000,6.771556,11.207706,11.207706,6.771556,2.243557,9.841254,6.771556,3.661342,8.355517,6.771556,2.243557,8.314669,6.771556,3.644135,7.691670,6.771556,2.243557,7.302686,7.302686,7.037121,0.866687,6.771556,6.771556,7.302686,7.037122,0.866684,6.771558,6.771557,7.302686,7.037120,0.866690,6.771554,6.771556
