,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C]
7571,16.584374,17.982241,17.501657,17.164922,17.033562,16.885897,17.408679,17.501657,-0.186312,17.594634,17.156314,16.926154,0.461205,16.695993,16.626995,16.535665,0.183012,16.444334
7572,16.812461,18.349495,17.610400,17.540397,17.262640,17.182696,17.779749,17.610400,0.342090,17.441050,17.529858,17.028823,1.012104,16.527788,16.975182,16.626494,0.704358,16.277807
7573,17.078765,18.694492,17.722902,18.043821,17.572914,17.550124,18.146396,17.722902,0.890388,17.299408,18.033826,17.169616,1.816986,16.305405,17.375920,16.739158,1.338781,16.102395
7574,17.115281,18.965988,17.799833,18.019952,17.573544,17.581548,18.379528,17.799833,1.139691,17.220138,18.006324,17.194861,1.595350,16.383399,17.415657,16.771995,1.265452,16.128332
7575,17.002824,18.994654,17.809976,17.712564,17.402321,17.393144,18.338231,17.809976,0.928382,17.281721,17.700602,17.141324,0.982903,16.582046,17.230535,16.742582,0.857553,16.254629
7576,16.906670,18.794437,17.784757,17.556383,17.311992,17.262775,18.133747,17.784757,0.608930,17.435767,17.546205,17.107056,0.766242,16.667908,17.076088,16.713050,0.633440,16.350013
7577,16.792577,18.449196,17.729236,17.333168,17.183523,17.099355,17.827610,17.729236,0.182214,17.630862,17.323797,17.060784,0.487167,16.797771,16.894760,16.675797,0.405576,16.456833
7578,16.632084,17.561484,17.567193,16.967804,16.969077,16.891520,17.087229,17.567193,-0.969496,18.047156,16.959339,16.977597,-0.036880,16.995855,16.644587,16.617795,0.054119,16.591002
7579,16.478667,17.202849,17.493409,16.682698,16.793313,16.720625,16.897562,17.493409,-1.129010,18.089257,16.673299,16.898325,-0.426379,17.123350,16.411807,16.555079,-0.271471,16.698350
7580,16.418455,16.977292,17.416091,16.557790,16.707210,16.616798,16.681425,17.416091,-1.437886,18.150757,16.549005,16.845640,-0.580572,17.142274,16.331576,16.517744,-0.364368,16.703912
7581,16.262646,16.029054,17.187600,16.177480,16.475159,16.346892,15.747378,17.187600,-2.944306,18.627822,16.168876,16.743156,-1.174025,17.317437,16.096932,16.452033,-0.725948,16.807135
7582,16.211637,16.124859,17.143862,16.078450,16.399854,16.238690,15.838932,17.143862,-2.629175,18.448791,16.067238,16.690892,-1.256539,17.314545,16.031432,16.417585,-0.778021,16.803737
7583,16.149773,15.844336,17.054500,15.949278,16.314094,16.126344,15.557230,17.054500,-3.005794,18.551771,15.940519,16.640972,-1.406171,17.341426,15.944943,16.383865,-0.881141,16.822786
7584,16.148575,15.703766,16.994924,15.908215,16.280086,16.057458,15.410167,16.994924,-3.101693,18.579681,15.899366,16.613216,-1.397150,17.327066,15.953013,16.372073,-0.820186,16.791134
7585,16.154562,15.655850,16.971293,15.908101,16.274834,16.001617,15.340952,16.971293,-2.987778,18.601634,15.897796,16.604742,-1.295555,17.311687,15.966207,16.369826,-0.739675,16.773444
7586,16.137942,15.558682,16.935799,15.893059,16.261212,15.964391,15.238882,16.935799,-3.064287,18.632716,15.882233,16.592819,-1.283174,17.303406,15.943225,16.360476,-0.753471,16.777728
7587,16.111026,15.466262,16.893594,15.840838,16.225580,15.915601,15.152665,16.893594,-3.195363,18.634523,15.830495,16.571279,-1.359662,17.312064,15.905689,16.345697,-0.807606,16.785704
7588,16.087899,15.402800,16.855970,15.802930,16.196959,15.884863,15.092698,16.855970,-3.280359,18.619242,15.792474,16.550884,-1.410932,17.309293,15.875086,16.331114,-0.848387,16.787142
7589,16.070691,15.712505,16.907218,15.805051,16.196277,15.871279,15.382825,16.907218,-2.670505,18.431612,15.794175,16.548117,-1.320792,17.302060,15.849469,16.323516,-0.830458,16.797563
7590,16.037204,16.061011,16.978563,15.862633,16.225497,15.911339,15.717477,16.978563,-2.118418,18.239650,15.847879,16.555913,-1.189382,17.263948,15.797215,16.311478,-0.863878,16.825741
7591,16.378644,18.041050,17.381225,16.943352,16.838230,16.637447,17.787923,17.381225,0.937591,16.974526,16.933459,16.754904,0.411635,16.576350,16.359491,16.400534,-0.094619,16.441577
7592,16.719020,19.498482,17.853387,17.590721,17.255339,17.106392,19.150082,17.853387,3.698421,16.556692,17.574997,16.975639,1.709482,16.376281,16.867199,16.549674,0.905642,16.232148
7593,17.055386,20.143062,18.159953,18.299117,17.719699,17.566113,19.738034,18.159953,4.732741,16.581872,18.274225,17.234489,3.118220,16.194752,17.347182,16.721905,1.875237,16.096627
7594,17.227027,20.396033,18.361485,18.492631,17.889431,17.742383,19.965517,18.361485,5.147817,16.757453,18.467544,17.383583,3.478755,16.299621,17.562797,16.843290,2.309111,16.123784
7595,17.369636,20.569186,18.512666,18.628764,18.016677,17.888337,20.094259,18.512666,5.434547,16.931073,18.604812,17.502060,3.789191,16.399307,17.736173,16.950738,2.698851,16.165302
7596,17.563128,20.805348,18.687807,18.849803,18.192787,18.097646,20.339970,18.687807,6.094574,17.035644,18.823427,17.640978,4.361871,16.458529,17.983169,17.083081,3.320285,16.182993
7597,17.760494,21.082166,18.880838,19.100884,18.381854,18.334550,20.690540,18.880838,6.881134,17.071135,19.070502,17.779287,4.909657,16.488073,18.237568,17.215267,3.887153,16.192965
7598,18.157890,21.302514,19.145150,19.606593,18.788176,18.803927,20.927879,19.145150,8.182480,17.362422,19.582395,18.093234,6.835045,16.604073,18.732267,17.501458,5.649244,16.270650
7599,18.471017,21.650042,19.456670,19.969801,19.115565,19.145877,21.332306,19.456670,9.667894,17.581034,19.955450,18.380666,8.117163,16.805883,19.089855,17.763774,6.835233,16.437694
7600,18.641809,21.869313,19.666976,20.160291,19.299518,19.330872,21.577411,19.666976,10.180991,17.756542,20.146807,18.558140,8.466246,16.969472,19.269035,17.924979,7.162679,16.580922
7601,18.574298,21.984392,19.718440,20.044520,19.220320,19.249273,21.709734,19.718440,9.616008,17.727147,20.025495,18.515791,7.290400,17.006087,19.169852,17.893665,6.162739,16.617479
7602,18.608755,22.177920,19.863454,20.120219,19.283501,19.314290,21.996699,19.863454,10.206946,17.730208,20.107843,18.562202,7.395435,17.016561,19.208673,17.923135,6.150919,16.637597
7603,18.053739,21.644424,19.350157,19.355968,18.673179,18.740383,21.380759,19.350157,5.495244,17.319555,19.337634,18.091780,3.371549,16.845926,18.521615,17.519022,2.713232,16.516429
7604,17.919471,21.525081,19.212147,19.212147,18.534997,18.594128,21.251452,19.212147,5.315893,17.172842,19.197571,17.955246,3.238390,16.712922,18.377489,17.396022,2.558406,16.414556
7605,17.581926,20.825198,18.797665,18.797665,18.198419,18.269209,20.374883,18.797665,2.492592,17.220447,18.771401,17.697060,1.697860,16.622718,17.942148,17.170245,1.219895,16.398341
7606,17.472214,20.769846,18.653975,18.651341,18.071073,18.116694,20.352827,18.653975,2.456839,16.955123,18.633677,17.578794,1.525548,16.523910,17.824670,17.069407,1.092242,16.314145
7607,17.211945,19.922059,18.442364,18.102318,17.739807,17.707197,19.485268,18.442364,1.402068,17.399460,18.087909,17.435218,0.877470,16.782526,17.433554,16.958677,0.638419,16.483800
7608,17.084432,19.534178,18.296045,17.824338,17.555497,17.422826,19.070847,18.296045,0.977934,17.521244,17.808881,17.333786,0.599653,16.858690,17.259363,16.884511,0.473129,16.509659
7609,16.961122,19.060382,18.167180,17.474235,17.341783,17.131879,18.603125,18.167180,0.559838,17.731236,17.459385,17.238880,0.283171,17.018376,17.080951,16.824174,0.329753,16.567396
7610,16.837749,18.654748,18.050294,17.276088,17.210501,16.929452,18.195282,18.050294,0.184953,17.905305,17.260648,17.166621,0.119945,17.072594,16.899290,16.767416,0.168224,16.635542
7611,16.682825,18.094534,17.919735,16.918497,16.996863,16.676301,17.673487,17.919735,-0.341391,18.165984,16.904720,17.077488,-0.239519,17.250256,16.663119,16.705347,-0.058545,16.747576
7612,16.571073,17.743436,17.810121,16.763651,16.890803,16.513475,17.321756,17.810121,-0.676986,18.298486,16.749538,17.014410,-0.367174,17.279282,16.500300,16.651956,-0.210230,16.803612
7613,16.576634,18.038631,17.811947,16.776482,16.876501,16.554923,17.717684,17.811947,-0.171669,17.906209,16.765959,16.973226,-0.377473,17.180494,16.533825,16.625557,-0.167060,16.717289
7614,16.565853,18.199694,17.828019,16.906997,16.934783,16.626603,17.912931,17.828019,0.172990,17.743107,16.894749,16.969813,-0.152927,17.044877,16.531876,16.604684,-0.148332,16.677493
7615,16.934435,19.721127,18.265454,17.899204,17.534746,17.321152,19.522805,18.265454,3.733834,17.008103,17.891478,17.222606,1.986287,16.553733,17.103942,16.740713,1.078644,16.377485
7616,17.317847,20.564191,18.670214,18.526622,17.976477,17.823416,20.292601,18.670214,5.975434,17.047827,18.514366,17.505824,3.714575,16.497281,17.636947,16.953161,2.518459,16.269375
7617,17.718877,21.054553,18.977502,19.150981,18.428571,18.334570,20.753419,18.977502,7.209090,17.201586,19.132475,17.812654,5.357634,16.492833,18.171720,17.201343,3.939115,16.230965
7618,18.101302,21.350841,19.251557,19.601118,18.799210,18.773209,21.048543,19.251557,8.266151,17.454571,19.583475,18.112978,6.764299,16.642481,18.646942,17.477714,5.378456,16.308487
7619,18.454037,21.568530,19.494858,19.992520,19.144218,19.159438,21.253044,19.494858,9.154223,17.736671,19.976579,18.415902,8.125864,16.855225,19.058151,17.763620,6.740140,16.469089
7620,18.770478,21.826431,19.743735,20.331905,19.450887,19.489945,21.523346,19.743735,10.146207,17.964125,20.314688,18.695062,9.234079,17.075435,19.415211,18.033641,7.876833,16.652070
7621,19.022948,22.138432,20.010118,20.605527,19.699734,19.756191,21.888375,20.010118,11.259297,18.131862,20.586083,18.924177,9.962375,17.262271,19.694120,18.255894,8.621512,16.817668
7622,19.263303,22.358654,20.234588,20.846577,19.936386,19.999514,22.090434,20.234588,11.975902,18.378742,20.829238,19.155141,10.803059,17.481045,19.948133,18.480640,9.469830,17.013148
7623,19.458240,22.602283,20.451480,21.054753,20.137935,20.199123,22.355354,20.451480,12.706003,18.547606,21.043577,19.345499,11.332571,17.647420,20.155529,18.661337,9.971883,17.167145
7624,19.574672,22.765017,20.607701,21.181675,20.265070,20.320671,22.532915,20.607701,12.981451,18.682488,21.170961,19.472415,11.453065,17.773869,20.271443,18.778362,10.067647,17.285280
7625,19.543034,22.861977,20.669394,21.139844,20.236670,20.284019,22.652926,20.669394,12.660017,18.685861,21.125352,19.459074,10.635119,17.792796,20.223480,18.765382,9.306404,17.307283
7626,19.421138,22.975599,20.707096,21.009926,20.128188,20.165589,22.826688,20.707096,12.413375,18.587503,20.999718,19.365599,9.570207,17.731480,20.078709,18.669629,8.252270,17.260548
7627,18.762831,22.460108,20.138101,20.151864,19.408232,19.472387,22.257602,20.138101,7.511831,18.018600,20.137824,18.769838,4.848348,17.401852,19.304249,18.144068,4.111857,16.983887
7628,18.577322,22.298764,19.960430,19.960430,19.218381,19.278154,22.087314,19.960430,7.215191,17.833547,19.949091,18.579010,4.647831,17.208929,19.110627,17.967831,3.876795,16.825035
7629,18.181734,21.659569,19.481041,19.481041,18.808039,18.874856,21.332036,19.481041,4.045786,17.630045,19.461971,18.235849,2.679979,17.009726,18.636931,17.661509,2.132015,16.686087
7630,17.998656,21.491396,19.272172,19.269036,18.617313,18.651722,21.179706,19.272172,3.708935,17.364638,19.255968,18.058489,2.328331,16.861011,18.433251,17.501977,1.810733,16.570702
7631,17.697911,20.709696,18.994700,18.724441,18.257202,18.227678,20.367137,18.994700,2.367087,17.622264,18.713020,17.858361,1.474060,17.003701,18.013138,17.337652,1.165035,16.662165
7632,17.527741,20.276059,18.808588,18.370189,18.014429,17.913201,19.925549,18.808588,1.875692,17.691627,18.358666,17.713222,1.083882,17.067779,17.789649,17.228418,0.942464,16.667187
7633,17.382700,19.876057,18.654010,18.080442,17.816516,17.633955,19.521585,18.654010,1.444580,17.786436,18.068971,17.595619,0.788169,17.122266,17.594472,17.140675,0.755608,16.686878
7634,17.216927,19.385784,18.500001,17.790031,17.623894,17.380634,19.039926,18.500001,0.921017,17.960077,17.778402,17.488699,0.494184,17.198996,17.357976,17.055729,0.515581,16.753482
7635,17.097285,19.061536,18.373132,17.582463,17.479681,17.206386,18.715703,18.373132,0.582228,18.030562,17.571205,17.399598,0.291660,17.227992,17.195595,16.984931,0.358042,16.774267
7636,16.983664,18.748841,18.255781,17.398235,17.351353,17.050302,18.402429,18.255781,0.248978,18.109132,17.386622,17.320493,0.112273,17.254364,17.039507,16.919843,0.203163,16.800180
7637,17.011904,19.075693,18.286884,17.508340,17.396017,17.124185,18.792134,18.286884,1.049994,17.781634,17.499098,17.305821,0.401661,17.112545,17.105603,16.904819,0.417261,16.704036
7638,16.974621,19.068203,18.284892,17.525734,17.395274,17.142475,18.813550,18.284892,1.219897,17.756233,17.514852,17.290644,0.517366,17.066437,17.058359,16.878921,0.414059,16.699482
7639,17.321313,20.369773,18.706295,18.436867,17.962939,17.783401,20.183932,18.706295,4.705283,17.228658,18.429649,17.554568,2.786546,16.679488,17.579694,17.026021,1.763077,16.472348
7640,17.702561,21.115458,19.103514,19.008469,18.382047,18.269494,20.861025,19.103514,6.947660,17.346004,18.996994,17.843968,4.558059,16.690942,18.094796,17.254292,3.322619,16.413788
7641,18.098470,21.512046,19.401015,19.585164,18.816543,18.756130,21.235669,19.401015,8.151895,17.566361,19.568172,18.158867,6.261952,16.749561,18.606545,17.517813,4.837550,16.429081
7642,18.489109,21.763600,19.670982,20.042664,19.202942,19.193438,21.488438,19.670982,9.226624,17.853525,20.026590,18.482249,7.840107,16.937909,19.078411,17.815621,6.410765,16.552832
7643,18.832478,21.964032,19.905446,20.418621,19.543529,19.560663,21.674402,19.905446,10.078768,18.136490,20.403959,18.790654,9.191932,17.177349,19.467615,18.106607,7.754449,16.745600
7644,19.121362,22.198294,20.132730,20.720626,19.823511,19.856004,21.915541,20.132730,10.941798,18.349920,20.704578,19.052576,10.138973,17.400574,19.786224,18.361518,8.743971,16.936812
7645,19.344504,22.482690,20.373641,20.958126,20.042656,20.087878,22.246313,20.373641,11.926381,18.500970,20.939728,19.257719,10.712119,17.575709,20.029163,18.562037,9.343608,17.094910
7646,19.580830,22.691559,20.586085,21.193924,20.273552,20.327980,22.437014,20.586085,12.639134,18.735156,21.177475,19.482619,11.573390,17.787762,20.279186,18.782709,10.218742,17.286232
7647,19.781755,22.926925,20.796893,21.409034,20.479741,20.535619,22.692553,20.796893,13.387095,18.901233,21.398393,19.675921,12.164048,17.953449,20.494219,18.967510,10.781574,17.440802
7648,19.882054,23.069870,20.932451,21.517256,20.589562,20.639587,22.847669,20.932451,13.544378,19.017233,21.507031,19.786776,12.165606,18.066521,20.592422,19.070204,10.765092,17.547986
7649,19.834922,23.154971,20.980199,21.456270,20.543312,20.586433,22.954382,20.980199,13.185037,19.006016,21.442355,19.756649,11.258375,18.070943,20.528300,19.042490,9.923327,17.556679
7650,19.733491,23.264298,21.023936,21.355793,20.456567,20.492814,23.123328,21.023936,13.049385,18.924544,21.346111,19.678215,10.367296,18.010319,20.410552,18.959707,9.018153,17.508861
7651,19.050875,22.740504,20.441059,20.482488,19.714320,19.773700,22.551596,20.441059,8.052851,18.330523,20.469424,19.053604,5.402127,17.637784,19.616755,18.404154,4.626736,17.191553
7652,18.841561,22.559992,20.247004,20.266868,19.503121,19.552975,22.361573,20.247004,7.674967,18.132435,20.256221,18.844157,5.125178,17.432093,19.395640,18.208328,4.309426,17.021016
7653,18.422629,21.941722,19.757763,19.757763,19.065295,19.118931,21.640269,19.757763,4.488798,17.875256,19.740130,18.474815,3.017117,17.209501,18.899807,17.877282,2.438191,16.854757
7654,18.235022,21.776959,19.544038,19.541628,18.866103,18.896898,21.492549,19.544038,4.165056,17.595528,19.529849,18.285325,2.660244,17.040801,18.697235,17.706778,2.117159,16.716322
7655,17.980230,21.066302,19.256632,19.143348,18.578627,18.562792,20.748263,19.256632,2.780073,17.765001,19.132689,18.093823,1.936219,17.054957,18.363256,17.542486,1.529735,16.721716
7656,17.886691,20.787148,19.082725,19.016253,18.459395,18.387690,20.452534,19.082725,2.426891,17.712915,19.005343,17.981690,1.813605,16.958038,18.269940,17.448692,1.455004,16.627445
7657,17.786950,20.650076,18.955917,18.807216,18.303551,18.194076,20.290813,18.955917,2.202722,17.621021,18.795254,17.873310,1.521305,16.951367,18.154023,17.367438,1.297948,16.580854
7658,17.668453,20.474560,18.841655,18.633610,18.172526,18.025326,20.089844,18.841655,1.925858,17.593466,18.621030,17.780085,1.297514,16.939139,18.000144,17.289378,1.096658,16.578611
7659,17.548503,20.187414,18.728906,18.425946,18.029384,17.849298,19.789990,18.728906,1.584570,17.667822,18.412832,17.693867,1.073666,16.974903,17.836966,17.218830,0.923093,16.600695
7660,17.446405,20.025649,18.633517,18.277233,17.919289,17.715391,19.602869,18.633517,1.356363,17.664165,18.263303,17.618276,0.902552,16.973250,17.702236,17.154027,0.767080,16.605818
7661,17.474410,20.375839,18.691301,18.348722,17.950582,17.782997,20.029085,18.691301,2.289708,17.353517,18.337507,17.612024,1.241713,16.886541,17.760317,17.147658,1.048607,16.534999
7662,17.454028,20.418632,18.712919,18.411854,17.978894,17.841001,20.096833,18.712919,2.554090,17.329005,18.398105,17.612083,1.450647,16.826061,17.735158,17.132736,1.111805,16.530313
7663,17.733710,21.247806,19.116541,19.039150,18.405298,18.339872,21.050072,19.116541,5.808121,17.183010,19.031466,17.857402,3.526764,16.683337,18.122647,17.289211,2.503552,16.455775
7664,18.049231,21.661106,19.470471,19.438437,18.734066,18.692064,21.407365,19.470471,7.717450,17.533577,19.426988,18.127759,5.176709,16.828529,18.517803,17.513721,4.000708,16.509640
7665,18.347855,21.787747,19.677675,19.877152,19.081989,19.030876,21.515048,19.677675,8.307474,17.840301,19.860396,18.400884,6.599019,16.941371,18.883165,17.736073,5.186443,16.588981
7666,18.534973,21.954189,19.839178,20.068326,19.263409,19.216175,21.662496,19.839178,8.766738,18.015860,20.051298,18.574007,7.102995,17.096716,19.094252,17.895796,5.762320,16.697341
7667,18.679019,22.104015,19.970241,20.190321,19.389527,19.355674,21.776452,19.970241,9.133126,18.164030,20.173745,18.703337,7.435131,17.232929,19.250510,18.025887,6.192315,16.801265
7668,18.851179,22.272020,20.115581,20.370460,19.548803,19.529192,21.943899,20.115581,9.704116,18.287264,20.351877,18.846114,7.992102,17.340350,19.448293,18.168763,6.791329,16.889233
7669,18.992099,22.498095,20.286303,20.528516,19.683849,19.679504,22.218995,20.286303,10.458660,18.353612,20.506777,18.963787,8.349810,17.420797,19.610243,18.285649,7.167973,16.961054
7670,19.166980,22.625857,20.424762,20.706810,19.848628,19.864395,22.322038,20.424762,10.886738,18.527486,20.687239,19.114844,9.022542,17.542449,19.806203,18.436440,7.859818,17.066678
7671,19.336979,22.817592,20.591921,20.892752,20.018818,20.046955,22.538891,20.591921,11.595719,18.644951,20.880109,19.265189,9.618103,17.650269,19.997765,18.581795,8.433197,17.165826
7672,19.504428,22.951781,20.748256,21.095690,20.201840,20.234341,22.698958,20.748256,12.158204,18.797553,21.084033,19.429920,10.309645,17.775807,20.180698,18.731549,9.032154,17.282401
7673,19.578095,23.052715,20.848755,21.190548,20.287869,20.319269,22.835476,20.848755,12.288061,18.862033,21.175470,19.511218,10.293560,17.846965,20.256316,18.802984,8.988996,17.349652
7674,19.609674,23.180257,20.950856,21.255238,20.344752,20.375209,23.034549,20.950856,12.557558,18.867164,21.245274,19.556796,10.175763,17.868318,20.290075,18.832073,8.786781,17.374071
7675,18.980852,22.679728,20.401783,20.434852,19.655677,19.713520,22.484560,20.401783,7.712040,18.319006,20.421359,18.985706,5.315889,17.550054,19.551213,18.329011,4.525532,17.106808
7676,18.810907,22.534697,20.233968,20.250154,19.475767,19.535305,22.331427,20.233968,7.454332,18.136509,20.239245,18.807724,5.087602,17.376202,19.374021,18.167348,4.288498,16.960674
7677,18.425415,21.950427,19.766002,19.766002,19.059890,19.145715,21.640523,19.766002,4.361978,17.891481,19.747871,18.457906,3.001728,17.167940,18.920301,17.859830,2.467699,16.799358
7678,18.279274,21.858754,19.582535,19.582535,18.886797,18.975730,21.570546,19.582535,4.216186,17.594525,19.570479,18.288575,2.718669,17.006672,18.773671,17.714248,2.246830,16.654826
7679,18.106611,21.559351,19.348969,19.388547,18.709157,18.796026,21.209790,19.348969,3.171346,17.488147,19.377024,18.124774,2.134175,16.872523,18.576807,17.569246,1.717158,16.561685
7680,18.052421,21.476114,19.200613,19.310486,18.614707,18.688100,21.085456,19.200613,2.868216,17.315770,19.297847,18.016960,1.949160,16.736074,18.550347,17.483363,1.623657,16.416380
7681,18.015109,21.491887,19.097304,19.211267,18.519877,18.584479,21.060611,19.097304,2.721704,17.133998,19.196863,17.927515,1.759679,16.658166,18.536578,17.419145,1.549081,16.301712
7682,17.953977,21.406467,19.003513,19.124921,18.440273,18.503092,20.944409,19.003513,2.508875,17.062617,19.109973,17.854286,1.623148,16.598600,18.472897,17.360925,1.437377,16.248953
7683,17.885737,21.294772,18.914376,19.043092,18.366708,18.408423,20.799227,18.914376,2.267160,17.029526,19.026501,17.789388,1.488040,16.552276,18.393059,17.305941,1.307620,16.218824
7684,17.816288,21.169760,18.831360,18.961265,18.297417,18.323659,20.640508,18.831360,2.041946,17.022212,18.944092,17.731576,1.368541,16.519060,18.307290,17.255142,1.187537,16.202993
7685,17.829436,21.380109,18.899965,18.994393,18.322101,18.349975,20.967156,18.899965,2.989476,16.832773,18.980717,17.745813,1.785860,16.510909,18.323001,17.265363,1.529507,16.207724
7686,17.796085,21.295922,18.926025,19.022937,18.341927,18.384623,20.926393,18.926025,3.226786,16.925657,19.007479,17.759569,2.013000,16.511658,18.262834,17.262657,1.613381,16.262481
7687,17.943943,21.642554,19.310498,19.317943,18.605977,18.627441,21.439907,19.310498,6.286805,17.181089,19.309932,17.990017,3.896880,16.670101,18.405351,17.416619,2.919103,16.427888
7688,18.227861,21.938818,19.659567,19.659567,18.910335,18.911483,21.687275,19.659567,8.179313,17.631859,19.648227,18.264680,5.580913,16.881134,18.738560,17.644205,4.414377,16.549851
7689,18.551405,21.994917,19.868162,20.117529,19.283978,19.267934,21.732413,19.868162,8.791007,18.003912,20.101475,18.568668,7.228062,17.035861,19.125646,17.895131,5.802583,16.664616
7690,18.751222,22.174798,20.042429,20.315039,19.476771,19.462819,21.895732,20.042429,9.348233,18.189125,20.298744,18.757544,7.773956,17.216344,19.346056,18.071412,6.429424,16.796767
7691,18.938140,22.343167,20.203065,20.479166,19.642274,19.648542,22.035814,20.203065,9.915084,18.370316,20.463608,18.923608,8.331327,17.383608,19.549773,18.239130,7.090513,16.928488
7692,19.296601,22.504886,20.421147,20.912566,20.011822,20.036402,22.218695,20.421147,10.979950,18.623600,20.896332,19.237875,10.130345,17.579418,19.965716,18.531899,8.758174,17.098082
7693,19.550920,22.753210,20.652556,21.197709,20.270159,20.304264,22.517816,20.652556,12.015848,18.787297,21.179320,19.474643,10.981385,17.769967,20.245737,18.756844,9.591330,17.267950
7694,19.804398,22.929891,20.849190,21.457417,20.522326,20.563198,22.677776,20.849190,12.696878,19.020604,21.441145,19.718359,11.962247,17.995574,20.514812,18.992497,10.570274,17.470181
7695,19.991215,23.137833,21.034524,21.653035,20.713268,20.753908,22.904176,21.034524,13.337664,19.164872,21.642441,19.900241,12.428449,18.158041,20.712589,19.166788,11.027381,17.620988
7696,20.080011,23.266181,21.153567,21.744482,20.808691,20.845138,23.044316,21.153567,13.485083,19.262817,21.734204,19.998867,12.376659,18.263530,20.797988,19.259467,10.972941,17.720946
7697,20.037144,23.337849,21.193559,21.691047,20.767352,20.797984,23.138625,21.193559,13.170802,19.248493,21.677215,19.971221,11.551953,18.265227,20.740172,19.233684,10.201023,17.727195
7698,19.925354,23.417190,21.217235,21.583402,20.672880,20.693359,23.276957,21.217235,12.958786,19.157513,21.573851,19.884530,10.628399,18.195210,20.611414,19.141285,9.249345,17.671157
7699,19.227082,22.823688,20.606483,20.727530,19.934749,19.959312,22.636056,20.606483,7.845095,18.576911,20.714531,19.252439,5.651560,17.790347,19.803107,18.568768,4.771208,17.334428
7700,18.984472,22.636233,20.392275,20.459062,19.684461,19.698868,22.436766,20.392275,7.430659,18.347785,20.448377,19.016034,5.205824,17.583690,19.540467,18.349048,4.330190,17.157629
7701,18.508198,21.953001,19.879775,19.873465,19.193428,19.187099,21.646274,19.879775,4.166497,18.113276,19.855514,18.614103,2.928015,17.372692,18.963834,17.987471,2.302867,17.011108
7702,18.265217,21.642174,19.637962,19.586067,18.950764,18.875473,21.359673,19.637962,3.732716,17.916251,19.574159,18.405292,2.534136,17.236425,18.677143,17.794445,1.913714,16.911747
7703,17.899767,20.615192,19.306611,18.881552,18.492411,18.343772,20.328783,19.306611,2.122372,18.284439,18.872222,18.160077,1.478651,17.447932,18.163461,17.598402,1.173251,17.033344
7704,17.708266,20.172117,19.089690,18.517240,18.230200,18.023695,19.877614,19.089690,1.592323,18.301766,18.507402,17.987647,1.050377,17.467893,17.919851,17.466454,0.916273,17.013058
7705,17.526514,19.672828,18.896961,18.145176,17.975955,17.707815,19.386691,18.896961,1.019797,18.407231,18.135887,17.836016,0.624441,17.536145,17.675931,17.355753,0.666728,17.035574
7706,17.367594,19.271657,18.728676,17.868337,17.778883,17.482319,18.989551,18.728676,0.549035,18.467800,17.858937,17.708835,0.315903,17.558733,17.463797,17.257648,0.433858,17.051499
7707,17.250703,19.006807,18.593268,17.689948,17.642728,17.324027,18.716213,18.593268,0.251535,18.470323,17.680475,17.609699,0.144803,17.538922,17.315019,17.177200,0.281967,17.039381
7708,17.117641,18.639055,18.450495,17.470413,17.488089,17.143938,18.353219,18.450495,-0.202072,18.547771,17.460949,17.511836,-0.105707,17.562723,17.135073,17.097718,0.077597,17.060363
7709,16.994817,18.322682,18.318211,17.278242,17.350114,16.988328,18.052866,18.318211,-0.581837,18.583556,17.269387,17.420750,-0.331902,17.572113,16.970583,17.022513,-0.113870,17.074444
7710,16.846041,17.953385,18.172878,17.079858,17.207459,16.850716,17.695116,18.172878,-1.095406,18.650640,17.068885,17.328710,-0.595723,17.588535,16.765232,16.938393,-0.397020,17.111554
7711,16.822049,18.219475,18.167125,17.529365,17.445851,17.066551,17.936124,18.167125,-0.483348,18.398127,17.518290,17.382466,0.284198,17.246642,16.753882,16.899954,-0.305642,17.046027
7712,17.025999,19.263662,18.371399,17.994974,17.714020,17.398691,19.005465,18.371399,1.458068,17.737332,17.981542,17.479938,1.153463,16.978335,17.095950,16.946054,0.344692,16.796159
7713,17.256885,20.014978,18.551288,18.461222,17.993714,17.745326,19.664404,18.551288,2.610642,17.438173,18.444852,17.598969,1.983891,16.753085,17.459787,17.024997,1.019733,16.590207
7714,17.533351,20.669923,18.797692,18.793461,18.224084,18.075476,20.297338,18.797692,4.151293,17.298047,18.775514,17.741583,2.862111,16.707652,17.863002,17.156607,1.955430,16.450213
7715,17.763505,20.923829,18.961626,19.089654,18.441284,18.350863,20.522948,18.961626,4.795151,17.400304,19.074606,17.887128,3.646997,16.699650,18.177050,17.290882,2.721609,16.404715
7716,17.933836,21.118975,19.082825,19.293758,18.592278,18.540339,20.729108,19.082825,5.200546,17.436543,19.276801,17.993319,4.054471,16.709838,18.403884,17.396638,3.181853,16.389392
7717,18.174937,21.292354,19.226734,19.613983,18.829787,18.832172,20.937045,19.226734,5.886145,17.516423,19.599981,18.155868,4.970006,16.711756,18.722786,17.548825,4.040263,16.374863
